Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      30/239         std::tuple<main::{lambda()#1}>::tuple<main::{lambda()#1}, true, true>(main::{lambda()#1}&&) [254]
                0.00    0.00      30/239         std::_Tuple_impl<0ul, main::{lambda()#1}>::_Tuple_impl<main::{lambda()#1}>(main::{lambda()#1}&&) [246]
                0.00    0.00      30/239         std::_Head_base<0ul, main::{lambda()#1}, false>::_Head_base<main::{lambda()#1}>(main::{lambda()#1}&&) [241]
[183]    0.0    0.00    0.00     239         main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [183]
-----------------------------------------------
                0.00    0.00      78/224         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [214]
                0.00    0.00     146/224         __gnu_cxx::new_allocator<int>::max_size() const [190]
[184]    0.0    0.00    0.00     224         __gnu_cxx::new_allocator<int>::_M_max_size() const [184]
-----------------------------------------------
                0.00    0.00      25/205         writeTimeStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, long double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [325]
                0.00    0.00     180/205         main [41]
[185]    0.0    0.00    0.00     205         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [185]
                0.00    0.00     205/335         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [181]
-----------------------------------------------
                0.00    0.00       5/191         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [329]
                0.00    0.00      10/191         std::vector<int, std::allocator<int> >::~vector() [314]
                0.00    0.00      30/191         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [259]
                0.00    0.00     146/191         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [83]
[186]    0.0    0.00    0.00     191         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [186]
-----------------------------------------------
                0.00    0.00      25/154         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [291]
                0.00    0.00      53/154         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [226]
                0.00    0.00      76/154         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [275]
[187]    0.0    0.00    0.00     154         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [187]
                0.00    0.00     149/18761277     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [103]
-----------------------------------------------
                0.00    0.00      30/150         std::thread::thread<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >, void>(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&) [81]
                0.00    0.00      30/150         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > > > >::_State_impl<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&) [255]
                0.00    0.00      30/150         std::thread::_Invoker<std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > > >::_Invoker<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&) [257]
                0.00    0.00      30/150         std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >::tuple<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >, true>(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&) [253]
                0.00    0.00      30/150         std::_Tuple_impl<0ul, void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >::_Tuple_impl<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >, void>(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&) [245]
[188]    0.0    0.00    0.00     150         void (&std::forward<void (&)(std::atomic<bool>&)>(std::remove_reference<void (&)(std::atomic<bool>&)>::type&))(std::atomic<bool>&) [188]
-----------------------------------------------
                0.00    0.00       3/149         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [353]
                0.00    0.00     146/149         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [194]
[189]    0.0    0.00    0.00     149         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [189]
-----------------------------------------------
                0.00    0.00     146/146         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [193]
[190]    0.0    0.00    0.00     146         __gnu_cxx::new_allocator<int>::max_size() const [190]
                0.00    0.00     146/224         __gnu_cxx::new_allocator<int>::_M_max_size() const [184]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::max_size() const [192]
[191]    0.0    0.00    0.00     146         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [191]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [219]
[192]    0.0    0.00    0.00     146         std::vector<int, std::allocator<int> >::max_size() const [192]
                0.00    0.00     146/146         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [191]
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [194]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [194]
[193]    0.0    0.00    0.00     146         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [193]
                0.00    0.00     146/146         __gnu_cxx::new_allocator<int>::max_size() const [190]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::max_size() const [192]
[194]    0.0    0.00    0.00     146         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [194]
                0.00    0.00     146/146         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [193]
                0.00    0.00     146/149         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [189]
-----------------------------------------------
                0.00    0.00     146/146         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [83]
[195]    0.0    0.00    0.00     146         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [195]
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [196]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [195]
[196]    0.0    0.00    0.00     146         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [196]
                0.00    0.00     146/146         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [197]
-----------------------------------------------
                0.00    0.00     146/146         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [196]
[197]    0.0    0.00    0.00     146         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [197]
                0.00    0.00     438/443         int* std::__niter_base<int*>(int*) [179]
                0.00    0.00     146/146         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [198]
-----------------------------------------------
                0.00    0.00     146/146         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [197]
[198]    0.0    0.00    0.00     146         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [198]
-----------------------------------------------
                0.00    0.00     128/128         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [200]
[199]    0.0    0.00    0.00     128         bool __gnu_cxx::__is_null_pointer<char>(char*) [199]
-----------------------------------------------
                0.00    0.00      10/128         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [315]
